"*","Female","*","Amer-Indian-Eskimo","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Amer-Indian-Eskimo","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Amer-Indian-Eskimo","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Amer-Indian-Eskimo","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Amer-Indian-Eskimo","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Amer-Indian-Eskimo","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Amer-Indian-Eskimo","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Asian-Pac-Islander","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Asian-Pac-Islander","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Asian-Pac-Islander","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Asian-Pac-Islander","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Asian-Pac-Islander","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Black","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Other","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","Other","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
"*","Female","*","White","*","Higher education","*","Federal-gov","*","<=50K"
