job,marital,edu,age,social,race,position,county,country,salary
"\" ?\"","\" Married-civ-spouse\"","\" 10th\"",67,"\" Husband\"","\" White\"","\" ?\"",2,"\" United-States\"","\" <=50K\""
"\" Local-gov\"","\" Separated\"","\" 10th\"",49,"\" Unmarried\"","\" Black\"","\" Other-service\"",40,"\" United-States\"","\" <=50K\""
"\" ?\"","\" Divorced\"","\" 10th\"",60,"\" Not-in-family\"","\" Amer-Indian-Eskimo\"","\" ?\"",10,"\" United-States\"","\" <=50K\""
"\" Private\"","\" Separated\"","\" 10th\"",59,"\" Not-in-family\"","\" Black\"","\" Priv-house-serv\"",30,"\" United-States\"","\" <=50K\""
"\" Private\"","\" Separated\"","\" 10th\"",25,"\" Own-child\"","\" White\"","\" Other-service\"",25,"\" United-States\"","\" <=50K\""
"\" Private\"","\" Separated\"","\" 10th\"",32,"\" Unmarried\"","\" White\"","\" Other-service\"",42,"\" United-States\"","\" <=50K\""
"\" Private\"","\" Separated\"","\" 10th\"",32,"\" Not-in-family\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
"\" Self-emp-not-inc\"","\" Married-civ-spouse\"","\" 10th\"",58,"\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
"\" Self-emp-not-inc\"","\" Married-civ-spouse\"","\" 10th\"",53,"\" Husband\"","\" White\"","\" Farming-fishing\"",60,"\" United-States\"","\" <=50K\""
"\" Self-emp-not-inc\"","\" Married-civ-spouse\"","\" 10th\"",52,"\" Husband\"","\" White\"","\" Exec-managerial\"",60,"\" United-States\"","\" <=50K\""
"\" Self-emp-not-inc\"","\" Married-civ-spouse\"","\" 10th\"",55,"\" Husband\"","\" White\"","\" Craft-repair\"",18,"\" United-States\"","\" <=50K\""
"\" Self-emp-not-inc\"","\" Never-married\"","\" 10th\"",17,"\" Own-child\"","\" White\"","\" Adm-clerical\"",10,"\" United-States\"","\" <=50K\""
"\" ?\"","\" Separated\"","\" 10th\"",49,"\" Own-child\"","\" White\"","\" ?\"",40,"\" United-States\"","\" <=50K\""
"\" Private\"","\" Widowed\"","\" 10th\"",75,"\" Not-in-family\"","\" White\"","\" Priv-house-serv\"",70,"\" United-States\"","\" <=50K\""
"\" Local-gov\"","\" Married-civ-spouse\"","\" 10th\"",55,"\" Husband\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
"\" Self-emp-inc\"","\" Married-civ-spouse\"","\" 10th\"",58,"\" Wife\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
"\" Local-gov\"","\" Divorced\"","\" 10th\"",39,"\" Own-child\"","\" Black\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
"\" Local-gov\"","\" Divorced\"","\" 10th\"",33,"\" Not-in-family\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
"\" Local-gov\"","\" Widowed\"","\" 10th\"",59,"\" Unmarried\"","\" Black\"","\" Other-service\"",30,"\" United-States\"","\" <=50K\""
"\" ?\"","\" Never-married\"","\" 10th\"",20,"\" Own-child\"","\" White\"","\" ?\"",40,"\" United-States\"","\" <=50K\""
