marital,edu,age,social,race,position,county,country,salary
"\" Married-civ-spouse\"","\" 7th-8th\"",[20 - 30[,"\" Husband\"","\" White\"","\" Protective-serv\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[20 - 30[,"\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[20 - 30[,"\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" Cuba\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[20 - 30[,"\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[20 - 30[,"\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[30 - 50[,"\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" Ecuador\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[30 - 50[,"\" Husband\"","\" White\"","\" Handlers-cleaners\"",40,"\" Mexico\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[30 - 50[,"\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[30 - 50[,"\" Husband\"","\" White\"","\" Handlers-cleaners\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[30 - 50[,"\" Husband\"","\" White\"","\" Protective-serv\"",40,"\" Cuba\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[50 - 75[,"\" Husband\"","\" White\"","\" Craft-repair\"",38,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[50 - 75[,"\" Husband\"","\" White\"","\" Other-service\"",25,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[50 - 75[,"\" Husband\"","\" White\"","\" Transport-moving\"",45,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[50 - 75[,"\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" Mexico\"","\" >50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[50 - 75[,"\" Husband\"","\" Other\"","\" Handlers-cleaners\"",40,"\" Puerto-Rico\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[50 - 75[,"\" Other-relative\"","\" Asian-Pac-Islander\"","\" Machine-op-inspct\"",48,"\" China\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[50 - 75[,"\" Husband\"","\" White\"","\" Craft-repair\"",35,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[50 - 75[,"\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[50 - 75[,"\" Husband\"","\" Amer-Indian-Eskimo\"","\" Transport-moving\"",45,"\" Mexico\"","\" <=50K\""
"\" Divorced\"","\" 7th-8th\"",[50 - 65[,"\" Not-in-family\"","\" White\"","\" Other-service\"",40,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" 7th-8th\"",[50 - 65[,"\" Not-in-family\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" 7th-8th\"",[50 - 65[,"\" Not-in-family\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" 7th-8th\"",[50 - 65[,"\" Not-in-family\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
"\" Divorced\"","\" 7th-8th\"",[50 - 65[,"\" Not-in-family\"","\" White\"","\" Craft-repair\"",30,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[30 - 75[,"\" Husband\"","\" White\"","\" Protective-serv\"",10,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[30 - 75[,"\" Husband\"","\" Black\"","\" Craft-repair\"",40,"\" ?\"","\" >50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[30 - 75[,"\" Husband\"","\" White\"","\" Farming-fishing\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[30 - 75[,"\" Husband\"","\" White\"","\" Other-service\"",55,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 7th-8th\"",[30 - 75[,"\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
