marital,edu,age,social,race,position,county,country,salary
"\" Married-civ-spouse\"","\" 10th\"",[20 - 40[,"\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 10th\"",[20 - 40[,"\" Husband\"","\" White\"","\" Other-service\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 10th\"",[20 - 40[,"\" Husband\"","\" White\"","\" Handlers-cleaners\"",45,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 10th\"",[20 - 40[,"\" Husband\"","\" White\"","\" Other-service\"",40,"\" Mexico\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 10th\"",[20 - 40[,"\" Wife\"","\" White\"","\" Adm-clerical\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 10th\"",[20 - 40[,"\" Husband\"","\" White\"","\" Craft-repair\"",47,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" 10th\"",[40 - 50[,"\" Wife\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 10th\"",[40 - 50[,"\" Husband\"","\" White\"","\" Protective-serv\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 10th\"",[40 - 50[,"\" Husband\"","\" White\"","\" Transport-moving\"",35,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 10th\"",[40 - 50[,"\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 10th\"",[40 - 50[,"\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 10th\"",[50 - 70[,"\" Wife\"","\" White\"","\" Other-service\"",24,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 10th\"",[50 - 70[,"\" Husband\"","\" White\"","\" Craft-repair\"",38,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 10th\"",[50 - 70[,"\" Husband\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" 10th\"",[50 - 70[,"\" Husband\"","\" White\"","\" Transport-moving\"",40,"\" United-States\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 10th\"",[50 - 70[,"\" Husband\"","\" Black\"","\" Transport-moving\"",42,"\" United-States\"","\" >50K\""
"\" Married-civ-spouse\"","\" 10th\"",[50 - 70[,"\" Husband\"","\" White\"","\" Craft-repair\"",30,"\" ?\"","\" <=50K\""
"\" Married-civ-spouse\"","\" 10th\"",[50 - 70[,"\" Husband\"","\" White\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
